"fecha","unidad","descrubicacion","ubicacion","departamento","violencia","tamano","electoral","observaciones","numpolicias","nummilitares","toma","grupo","desalojo","lon","lat","location"
2017-12-01,"UMEP-03 La Rosa","Col. Las Torres paseo Los Alcaldes","Paseo Los Alcaldes, Tegucigalpa","Francisco Morazan","Violenta","500","Si","Exigen transparencia en el conteo de votos y renuncia de JOH",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Violento",-87.2267119,14.0602444,"14.0602444,-87.2267119"
2017-12-01,"UMEP-04 Kennedy","Col. Villa Nueva sector #1 a la altura de la Feria El Agricultor","Villanueva","Cortes","Pacifica","100","Si","En contra de la re-elección presidencial y conteo publico de las actas",29,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-105.3613399,35.266753,"35.266753,-105.3613399"
2017-12-01,"UMEP-05 Guamilito","3 avenida entre la 1 y 2 calle del centro","San Pedro Sula","Cortes","Violenta","1000","Si","Inconformidad con los resultados del TSE",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-01,"UMEP-06 Chamelecon","barrio el centro de cofradías","San Pedro Sula","Cortes","Violenta","300","Si","Saqueo de supermercado",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-01,"UMEP-08 Rivera Hernandez","Colonia Planeta","San Pedro Sula","Cortes","Violenta","500","Si","Exigen respeto a la candidatura presidencial de Nasarrala",27,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-01,"UMEP-08 Rivera Hernandez","Colonia Central","San Pedro Sula","Cortes","Violenta","250","Si","Exigen respeto a la candidatura presidencial de Nasarrala",8,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.9922684,15.5149204,"15.5149204,-87.9922684"
2017-12-01,"UMEP-09 La Lima","Blv. Del Este","La lima","Cortes","Pacifica","250","Si","Exigen respeto a la candidatura presidencial de Nasarrala",17,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.9040571,15.4321163,"15.4321163,-87.9040571"
2017-12-01,"UMEP-10 Choloma","Aldea Rio Bijao","Choloma","Cortes","Pacifica","200","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.9432837,15.596502,"15.596502,-87.9432837"
2017-12-01,"UMEP-11 El Progreso","Aldea Guaymon","Aldea Guaymon, Yoro","Yoro","Pacifica",NA,"Si","Exigen renuncia del actual presidente",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",NA,NA,"NA,NA"
2017-12-01,"UMEP-11 El Progreso","Puente Quebrada Seca Progreso","Tela","Cortes","Violenta",NA,"Si","TOMAS DE CARRETERA, Puente Quebrada Seca Progreso, Puente Sobre El Rio Guaymon, Puente Sobre El Rio Toyos, Sector Sur de la cuidad Manifestación Y Toma Sobre La Carretera C-5,, La Aldea Las Minas, Guacamaya, Agua Blanca Sur, Municipio De Santa Rita, Tomado Puente Sobre El Rio Humuya.",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Violento",-87.4653502,15.7732601,"15.7732601,-87.4653502"
2017-12-01,"UMEP-12 Villanueva","A la altura del Semáforo Carretera C-5 de Villanueva","Villanueva","Cortes","Violenta","400","Si","Exigen renuncia del actual presidente",12,0,"No","Simpatizantes de la Alianza de Oposicion","Violento",-105.3445208,35.2654847,"35.2654847,-105.3445208"
2017-12-01,"UMEP-12 Villanueva","en la entrada del kilómetro 71 en el eje carretero de la CA-5 Dos Caminos","Villanueva","Cortes","Violenta","300","Si","Exigen respeto a la candidatura presidencial de Nasarrala",2,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-105.3613399,35.266753,"35.266753,-105.3613399"
2017-12-01,"UMEP-12 Villanueva","en el kilómetro 71, ca-5","Villanueva","Cortes","Violenta","800","Si","Exigen respeto a la candidatura presidencial de Nasarrala",3,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-105.3445208,35.2654847,"35.2654847,-105.3445208"
2017-12-01,"UMEP-12 Villanueva","sector dos caminos","Villanueva","Cortes","Violenta","400","Si","Exigen respeto a la candidatura presidencial de Nasarrala",3,0,"No","Simpatizantes de la Alianza de Oposicion","Violento",-105.3613399,35.266753,"35.266753,-105.3613399"
2017-12-01,"UMEP-12 Villanueva","en el desvío a la aldea El Milagro Dos Caminos","Villanueva","Cortes","Violenta","300","Si","Exigen respeto a la candidatura presidencial de Nasarrala",2,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-105.3445208,35.2654847,"35.2654847,-105.3445208"
2017-12-01,"UMEP-14 Sabanagrande","carretera ca-5 a la altura de la segunda entrada de este municipio de Sabanagrande","Sabanagrande,","Francisco Morazan","Pacifica","75","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-66.9604549,18.0777392,"18.0777392,-66.9604549"
2017-12-01,"UMEP-14 Sabanagrande","carretera CA-5 a la altura de la aldea el horno de este municipio de Santa","Santa Ana","Francisco Morazan","Pacifica","85","Si","que se respete la voluntad del pueblo a favor del candidato presidencial Salvador Nasrralla",6,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-117.867653,33.7454725,"33.7454725,-117.867653"
2017-12-01,"UMEP-14 Sabanagrande","CA-5 a la altura de la segunda entrada de este municipio de Sabanagrande","Sabanagrande,","Francisco Morazan","Pacifica","90","Si","que se respete la voluntad del pueblo a favor del candidato presidencial Salvador Nasrralla",7,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-66.9604549,18.0777392,"18.0777392,-66.9604549"
2017-12-01,"UDEP-01 Atlantida","en el Puente Sueco La Ceiba, Atlántida","La Ceiba","Atlantida","Pacifica","50","Si","que se respete la voluntad del pueblo a favor del candidato presidencial Salvador Nasrralla",12,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-86.7919009,15.770288,"15.770288,-86.7919009"
2017-12-01,"UDEP-01 Atlantida","aldea El Pino","La Ceiba","Atlantida","Violenta","100","Si","Exigen respeto a la candidatura presidencial de Nasarrala",2,0,"No","Simpatizantes de la Alianza de Oposicion","Violento",-86.7919009,15.770288,"15.770288,-86.7919009"
2017-12-01,"UDEP-01 Atlantida","en la ca-13 que conduce de la residencial Villa Verde El Pino","La Ceiba","Atlantida","Violenta","50","Si","Exigen respeto a la candidatura presidencial de Nasarrala",4,0,"No","Simpatizantes de la Alianza de Oposicion","Violento",-86.7919009,15.770288,"15.770288,-86.7919009"
2017-12-01,"UDEP-01 Atlantida","en la carretera CA-13 a la altura de la Aldea Icaque Arizona","Tela","Atlantida","Pacifica","50","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.4653502,15.7732601,"15.7732601,-87.4653502"
2017-12-01,"UDEP-01 Atlantida","en el eje carretero c a 13 a la altura de la aldea Pajuiles por el desvío hacía la aldea San Antonio","Tela","Atlantida","Pacifica","70","Si","Exigen respeto a la candidatura presidencial de Nasarrala",44,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.4653502,15.7732601,"15.7732601,-87.4653502"
2017-12-01,"UDEP-01 Atlantida","en la carretera CA13 a la altura de la aldea Jicaque Arizona","Tela","Atlantida","Violenta","50","Si","Exigen respeto a la candidatura presidencial de Nasarrala",5,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-87.4653502,15.7732601,"15.7732601,-87.4653502"
2017-12-01,"UDEP-01 Atlantida","en la carretera ca13 Arizona Atlántida","tela","Atlantida","Pacifica","50","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.4653502,15.7732601,"15.7732601,-87.4653502"
2017-12-01,"UDEP-02 Colon","en la Carretera N° 39 Salida A Corocito bonito oriental","Bonito Oriental","Colon","Pacifica","250","Si","Exigen respeto a la candidatura presidencial de Nasarrala",11,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-85.7307673,15.7463051,"15.7463051,-85.7307673"
2017-12-01,"UDEP-02 Colon","a la altura del desvío a limón colon","Limon, Colon","Colon","Pacifica","150","Si","Exigen respeto a la candidatura presidencial de Nasarrala",5,0,"Si","Simpatizantes de la Alianza de Oposicion","Pacifico",-85.5019952,15.8617779,"15.8617779,-85.5019952"
2017-12-01,"UDEP-03 Comayagua","la aldea las flores del municipio de la Villa De San Antonio","San Antonio","Comayagua","Pacifica","400","Si","En contra de la Reeleccion Presidencial",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-98.4936282,29.4241219,"29.4241219,-98.4936282"
2017-12-01,"UDEP-03 Comayagua","Barrio Torondon","Barrio Torondon, Comayagua","Comayagua","Pacifica","100","Si","Exigen respeto a la candidatura presidencial de Nasarrala",1,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.6420804,14.4562266,"14.4562266,-87.6420804"
2017-12-01,"UDEP-03 Comayagua","a la altura del desvío hacia el municipio de Ajuterique","Ajuterique","Comayagua","Pacifica","250","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.7098723,14.382721,"14.382721,-87.7098723"
2017-12-01,"UDEP-04 Copan","CA 11 a la altura del Barrio las brisas florida","Florida, Copan","Copan","Violenta","250","Si","Elecciones Presidenciales",5,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.8383036,15.026492,"15.026492,-88.8383036"
2017-12-01,"UDEP-04 Copan","CA 4 a la altura de la Plaza Las Banderas La Entrada","La Entrada","Copan","Violenta","200","Si","Elecciones Presidenciales",16,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-122.2019191,37.4278331,"37.4278331,-122.2019191"
2017-12-01,"UDEP-04 Copan","la altura del Parque Arqueológico del municipio de Copan Ruinas","Copan Ruinas","Copan","Pacifica","60","Si","estar en contra de reelección presidencial y exigir conteo público de las actas presidenciales.",8,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-89.1467832,14.8497254,"14.8497254,-89.1467832"
2017-12-01,"UDEP-04 Copan","puente que conduce del municipio de Cucuyagua hacia el municipio de la Unión Copan","Cucuyagua, Copan","Copan","Pacifica","200","Si","estar en contra de reelección presidencial y exigir conteo público de las actas presidenciales.",22,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.8718935,14.6531486,"14.6531486,-88.8718935"
2017-12-01,"UDEP-04 Copan","la carretera internacional en el desvió del municipio de San Nicolás Copan","San Nicolas","Copan","Pacifica","100","Si","estar en contra de reelección presidencial y exigir conteo público de las actas presidenciales.",4,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-60.231171,-33.329762,"-33.329762,-60.231171"
2017-12-01,"UDEP-05 Cortes","en la aldea Tulian Ríos","Omoa","Cortes","Pacifica","50","Si","inconformidad y negligencia en dar los resultados de las elecciones generales 2017.",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.0265257,15.7790394,"15.7790394,-88.0265257"
2017-12-01,"UDEP-06 Choluteca","aldea pavana Choluteca","estacion policial pavana honduras","Choluteca","Pacifica","180","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.3352787,13.408595,"13.408595,-87.3352787"
2017-12-01,"UDEP-07 El Paraiso","en la carretera CA - 6 que de Danli hacia Tegucigalpa","Danli","El Paraiso","Pacifica","350","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.5703554,14.0410953,"14.0410953,-86.5703554"
2017-12-01,"UDEP-07 El Paraiso","na","Danli","El Paraiso","Pacifica","50","Si","Tribunal Supremo Electoral es incompetente por no dar el resultado como corresponde.",4,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.5703554,14.0410953,"14.0410953,-86.5703554"
2017-12-01,"UDEP-07 El Paraiso","na","Danli","El Paraiso","Pacifica","80","Si","Tribunal Supremo Electoral es incompetente por no dar el resultado como corresponde.",5,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.5703554,14.0410953,"14.0410953,-86.5703554"
2017-12-01,"UDEP-07 El Paraiso","na","Danli","El Paraiso","Pacifica","200","Si","exigiendo transparencia al momento del conteo de los votos.",11,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-86.5703554,14.0410953,"14.0410953,-86.5703554"
2017-12-01,"UDEP-08 Francisco Morazan","marcha en la carretera en la entrada que conduce al centro del municipio de Valle de Ángeles","Valle de Angeles","Francisco Morazan","Pacifica","300","Si","exigen al TSE que reconozca el triunfo del presidenciable salvador narrarla",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.0399404,14.160407,"14.160407,-87.0399404"
2017-12-01,"UDEP-08 Francisco Morazan","eje carretero que conduce de la ciudad del municipio de TalangA","Talanga","Olancho","Pacifica","300","Si","exigen al TSE que reconozca el triunfo del presidenciable salvador narrarla",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.0873978,14.4137091,"14.4137091,-87.0873978"
2017-12-01,"UDEP-08 Francisco Morazan","desvío hacia Aldea El Jicarito y Valle de San Francisco municipio de San Antonio de Oriente","","Olancho","Pacifica","100","Si","protesta contra el Tribunal Supremo Electoral que no da veredicto positivo al candidato presidencial Salvador Nasralla, dicha manifestación está liderada por el Sr. Andy Aníbal Rubio candidato alcalde del partido libre",NA,0,"No","Partido Libre","Ninguno",NA,NA,"NA,NA"
2017-12-01,"UDEP-08 Francisco Morazan","en la carretera a Olancho km 27","","Olancho","Pacifica","25","Si","manifiestan que el Tribunal Supremo Electoral es incompetente para dar los resultados",NA,21,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",NA,NA,"NA,NA"
2017-12-01,"UDEP-08 Francisco Morazan","en la carretera que conduce al centro del municipio de santa lucía","Santa Lucia","Francisco Morazan","Pacifica","100","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-60.978893,13.909444,"13.909444,-60.978893"
2017-12-01,"UDEP-08 Francisco Morazan","Carretera CA-15 que conduce de Talanga hacia Guaimaca frente a la VICTORIA","Talanga","Francisco Morazan","Pacifica","60","Si","Respeto a la democracia",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.0873978,14.4137091,"14.4137091,-87.0873978"
2017-12-01,"UDEP-10 Intibuca","parque Lopez de la ciudad de la Esperanza Intibuca","La Esperanza","Intibuca","Pacifica","60","Si","Respeto a la democracia",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.1706047,14.299475,"14.299475,-88.1706047"
2017-12-01,"UDEP-12 La Paz","en la calle principal de Márcala y el desvío que conduce hacia la Esperanza Intibucá en la calle ca-7","","Intibuca","Violenta","120","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",NA,NA,"NA,NA"
2017-12-01,"UDEP-12 La Paz","calle principal y desvío q conduce hacia la Esperanza Intibucá en la calle CA-7 ","","Intibuca","Violenta","50","Si","l Tribunal Supremo Electoral es incompetente para dar los resultados",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",NA,NA,"NA,NA"
2017-12-01,"UDEP-12 La Paz","Eje Carretero CA 7 que de la aldea Yarumela","","La Paz","Violenta","150","Si","Policias heridos 3",NA,0,"No","Partido Libre","Violento",NA,NA,"NA,NA"
2017-12-01,"UDEP-12 La Paz","en la carretera CA-7 altura de aldea Yarumela del municipio de La Paz","Yuramela, La Paz","La Paz","Violenta","100","Si","Se le respete la candidatura presidencial al señor: Ingeniero Salvador Nasralla",60,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-87.6457807,14.3355782,"14.3355782,-87.6457807"
2017-12-01,"UDEP-13 Lempira","n la colonia villa Ada Gracias","Gracias","Lempira","Pacifica","85","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.5831026,14.5874782,"14.5874782,-88.5831026"
2017-12-01,"UDEP-14 Ocotepeque","en la carretera C.A.-4 a la altura del puente Sinuapa Ocotepeque","Sinuapa, Ocotepeque","Ocotepeque","Pacifica",NA,"Si","e le respete la candidatura presidencial al señor: Ingeniero Salvador Nasralla",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-89.184288,14.442543,"14.442543,-89.184288"
2017-12-01,"UDEP-14 Ocotepeque","n la carretera internacional CA-4 a la altura desvió de San Marcos de Ocotepeque","San Marcos de Ocotepeque, Ocotepeque","Ocotepeque","Pacifica","300","Si"," oposición contra la dictadura",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.9521595,14.4103464,"14.4103464,-88.9521595"
2017-12-01,"UDEP-15 Olancho","en la carretera CA-15 a la altura de la aldea el nance campamento Olancho","El Nance, Olancho","Olancho","Pacifica","80","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Pacifico",-86.6900637,14.5408057,"14.5408057,-86.6900637"
2017-12-01,"UDEP-15 Olancho","en la carretera que conduce de Catacamas a Juticalpa a la altura de la Aldea Chilapa","Catacamas","Olancho","Pacifica","180","Si","exigiendo transparencia al momento del conteo de los votos.",15,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-85.8793252,14.8437223,"14.8437223,-85.8793252"
2017-12-01,"UDEP-15 Olancho","en la carretera que conduce de Juticalpa hacia el municipio de Catacamas","Catacamas","Olancho","Pacifica","150","Si"," oposición contra la dictadura",NA,0,"No","Simpatizantes de la Alianza de Oposicion","Ninguno",-85.8793252,14.8437223,"14.8437223,-85.8793252"
2017-12-01,"UDEP-16 Santa Barbara","oma de la carretera que de occidente del país","Santa Barbara, Honduras","Santa Barbara","Pacifica","500","Si","Exigen respeto a la candidatura presidencial de Nasarrala",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.4016041,15.1202795,"15.1202795,-88.4016041"
2017-12-01,"UDEP-16 Santa Barbara","a toma de  la carretera que conduce de pito solo hacia Santa Barbara a la altura desvió  Ceguaca","Ceguaca, Honduras","Santa Barbara","Pacifica","250","Si","protesta por los resultados de las elecciones generaleS",NA,0,"Si","Simpatizantes de la Alianza de Oposicion","Ninguno",-88.2010694,14.804922,"14.804922,-88.2010694"
